transaction_id,customer_name,product_name,category,price,quantity,payment_method,transaction_date,shipping_city,rating
TR00197,"Cinta Sihotang, S.Farm",Ipsam Max,Fashion,50000.0,4,COD,2026-08-17,Bukittinggi,4.0
TR00140,Galang Puspasari,Accusantium Lite,Kesehatan,120000.0,3,Kartu Kredit,2026-08-07,Jayapura,4.0
TR00376,Najib Palastri,Porro Lite,Kesehatan,250000.0,4,Transfer Bank,2026-07-05,Pontianak,4.0
TR00494,Rika Lailasari,Eius Basic,Rumah Tangga,150000.0,5,E-Wallet,2026-08-23,Bukittinggi,5.0
TR00292,Pranata Pertiwi,Nesciunt Basic,Olahraga,75000.0,4,E-Wallet,2026-08-13,Payakumbuh,4.0
TR00060,"Cut Zamira Halimah, S.H.",Eligendi Basic,Buku,50000.0,4,Transfer Bank,2026-08-31,Malang,
TR00473,Carla Permadi,Praesentium Basic,Kesehatan,25000.0,4,Kartu Kredit,2026-08-15,Pontianak,1.0
TR00112,Paiman Nasyiah,Voluptas Max,Kesehatan,500000.0,2,COD,2026-07-05,Ternate,
TR00090,Ir. Salimah Dongoran,Blanditiis Basic,Kesehatan,500000.0,5,Transfer Bank,2026-08-15,Pangkalpinang,
TR00418,"Murti Yuliarti, S.Sos",Iure Max,Buku,1200000.0,5,Transfer Bank,2026-09-13,Bima,2.0
TR00007,"Michelle Nasyiah, S.IP",Minus Lite,Elektronik,500000.0,3,COD,2026-06-26,Sorong,
TR00372,Agus Rajata,Quod Basic,Buku,25000.0,2,Kartu Kredit,2026-09-11,Tidak Diketahui,
TR00355,"Ir. Hari Susanti, S.Ked",Excepturi Pro,Kesehatan,150000.0,3,Transfer Bank,2026-07-07,Serang,2.0
TR00347,Cut Putri Hariyah,Veniam Max,Elektronik,15000.0,2,COD,2026-08-30,Mojokerto,
TR00159,R. Gina Hariyah,Tempore,Fashion,1200000.0,1,E-Wallet,2026-07-11,Surakarta,
TR00151,"Dinda Wasita, S.E.I",Autem Pro,Kesehatan,25000.0,5,E-Wallet,2026-07-31,Makassar,5.0
TR00393,"Puti Jasmin Suartini, M.Ak",Saepe Basic,Rumah Tangga,1200000.0,4,E-Wallet,2026-07-24,Bandar Lampung,3.0
TR00039,Tami Puspita,Ut Pro,Kesehatan,75000.0,2,Kartu Kredit,2026-08-22,Depok,2.0
TR00323,Safina Rajasa,Perferendis Pro,Rumah Tangga,1200000.0,3,Kartu Kredit,2026-07-08,Sabang,5.0
TR00199,Panca Wahyudin,Delectus Basic,Kesehatan,15000.0,1,COD,2026-08-08,Surakarta,3.0
TR00450,Narji Sinaga,Expedita Pro,Kesehatan,25000.0,2,COD,2026-08-26,Pasuruan,1.0
TR00147,Fitriani Permadi,Rem Pro,Fashion,1200000.0,4,COD,2026-07-23,Banjar,2.0
TR00405,"Jumari Riyanti, M.Ak",Eius Max,Kesehatan,1200000.0,1,Transfer Bank,2026-07-30,Langsa,
TR00148,Uli Kusmawati,Voluptatibus Basic,Elektronik,12000000.0,4,Transfer Bank,2026-09-09,Meulaboh,4.0
TR00315,Lili Maryadi,Neque Lite,Elektronik,500000.0,1,Transfer Bank,2026-08-20,Pekalongan,
TR00490,Humaira Hutagalung,Rem Lite,Buku,75000.0,4,E-Wallet,2026-07-22,Cirebon,2.0
TR00124,Dr. Icha Firmansyah,Eveniet Max,Elektronik,50000.0,3,Kartu Kredit,2026-07-14,Tanjungpinang,4.0
TR00403,Dalima Haryanto,Doloremque Basic,Kesehatan,75000.0,1,Transfer Bank,2026-07-28,Langsa,
TR00097,Cici Prastuti,Alias,Olahraga,1200000.0,2,Kartu Kredit,2026-09-10,Mojokerto,5.0
TR00144,Vera Agustina,Laboriosam Basic,Olahraga,500000.0,5,COD,2026-09-11,Ambon,
TR00240,"Dr. Rafid Novitasari, S.Gz",Ut Basic,Fashion,1200000.0,2,Transfer Bank,2026-07-19,Serang,1.0
TR00407,Juli Astuti,Totam Basic,Olahraga,1200000.0,1,E-Wallet,2026-09-14,Tidak Diketahui,4.0
TR00098,"Faizah Hutagalung, M.Farm",Voluptas Basic,Rumah Tangga,250000.0,2,Kartu Kredit,2026-09-01,Bima,1.0
TR00361,Alika Situmorang,Temporibus Max,Rumah Tangga,12000000.0,4,Kartu Kredit,2026-08-18,Tanjungpinang,3.0
TR00123,Kusuma Hutagalung,Dolore,Kesehatan,50000.0,1,Transfer Bank,2026-06-19,Tanjungbalai,5.0
TR00184,"Tgk. Dimaz Mahendra, M.Farm",Enim Basic,Elektronik,250000.0,3,COD,2026-06-25,Semarang,
TR00203,"T. Kemal Prasetyo, S.Farm",Ratione,Rumah Tangga,50000.0,5,COD,2026-09-14,Sibolga,
TR00247,"Drs. Zizi Maheswara, S.Pd",Blanditiis Basic,Olahraga,250000.0,3,Kartu Kredit,2026-08-26,Palopo,3.0
TR00483,Dr. Purwa Rajata,Doloremque Pro,Fashion,25000.0,3,Kartu Kredit,2026-07-22,Tegal,1.0
TR00306,Hartana Wahyudin,Labore Max,Kesehatan,120000.0,2,E-Wallet,2026-08-08,Tomohon,5.0
TR00308,Cahyo Sitorus,Pariatur Lite,Elektronik,500000.0,3,E-Wallet,2026-08-04,Sibolga,2.0
TR00408,Rahmi Pangestu,Perferendis Max,Rumah Tangga,1200000.0,4,E-Wallet,2026-07-17,Lubuklinggau,
TR00291,Rudi Dabukke,Beatae Basic,Olahraga,25000.0,5,COD,2026-06-23,Sungai Penuh,
TR00126,Kenari Prasetyo,Tenetur,Kesehatan,1200000.0,1,Kartu Kredit,2026-07-02,Bontang,
TR00311,"Cut Kartika Sitompul, S.IP",Nesciunt Max,Fashion,500000.0,5,E-Wallet,2026-08-10,Serang,
TR00224,Hj. Siska Oktaviani,Iste Basic,Buku,250000.0,4,E-Wallet,2026-09-04,Bukittinggi,5.0
TR00441,"Vera Lailasari, M.Pd",Quaerat Basic,Elektronik,75000.0,5,Transfer Bank,2026-06-29,Kota Administrasi Jakarta Timur,4.0
TR00220,Victoria Narpati,Autem Lite,Fashion,5000000.0,4,Kartu Kredit,2026-08-03,Pontianak,2.0
TR00130,Rahmi Ramadan,Alias Pro,Kesehatan,5000000.0,3,E-Wallet,2026-06-27,Tual,1.0
TR00433,Puti Samiah Mansur,Ipsam,Elektronik,500000.0,1,COD,2026-06-29,Binjai,3.0
TR00491,Rangga Maryati,Aperiam Lite,Olahraga,250000.0,2,Transfer Bank,2026-09-12,Pangkalpinang,5.0
TR00337,Julia Sihombing,Reprehenderit Basic,Rumah Tangga,15000.0,4,COD,2026-08-23,Kota Administrasi Jakarta Selatan,3.0
TR00389,Puji Pratiwi,Unde,Olahraga,25000.0,4,Transfer Bank,2026-06-21,Banda Aceh,3.0
TR00298,Kiandra Susanti,Nihil Pro,Rumah Tangga,120000.0,3,COD,2026-07-11,Madiun,
TR00366,Rangga Rahmawati,Velit Pro,Rumah Tangga,25000.0,4,E-Wallet,2026-08-08,Gorontalo,
TR00302,"Hj. Samiah Halimah, S.Pd",Quidem Lite,Buku,50000.0,3,Transfer Bank,2026-06-19,Palangkaraya,3.0
TR00295,Ganep Sudiati,Dicta Max,Olahraga,500000.0,3,COD,2026-07-17,Tegal,
TR00349,Tira Haryanto,Quis Basic,Buku,2500000.0,2,E-Wallet,2026-09-16,Parepare,3.0
TR00113,Ika Rahmawati,Qui Lite,Kesehatan,12000000.0,3,Kartu Kredit,2026-08-11,Depok,2.0
TR00180,"Baktiadi Lestari, M.Ak",Nemo Max,Rumah Tangga,15000.0,5,Kartu Kredit,2026-09-11,Bandung,
TR00453,Mutia Laksita,Itaque Basic,Kesehatan,2500000.0,2,Kartu Kredit,2026-08-10,Tegal,4.0
TR00348,Yuliana Adriansyah,Esse Basic,Olahraga,250000.0,3,E-Wallet,2026-08-10,Pagaralam,4.0
TR00339,Silvia Mardhiyah,Voluptatibus Pro,Elektronik,120000.0,4,E-Wallet,2026-08-27,Subulussalam,2.0
TR00498,Tira Wahyudin,Officia Lite,Elektronik,120000.0,2,E-Wallet,2026-09-14,Sawahlunto,2.0
TR00371,"dr. Farhunnisa Uwais, S.Psi",Neque Lite,Elektronik,12000000.0,3,COD,2026-06-23,Ternate,3.0
TR00234,Tari Wahyuni,Sed Lite,Fashion,25000.0,1,Transfer Bank,2026-09-05,Bau-Bau,4.0
TR00461,Sari Samosir,Voluptates Max,Elektronik,120000.0,3,Kartu Kredit,2026-08-25,Sungai Penuh,
TR00463,R.A. Padma Zulaika,Numquam Basic,Olahraga,15000.0,5,E-Wallet,2026-06-19,Bitung,3.0
TR00165,"Najwa Suwarno, S.H.",Sequi Max,Fashion,500000.0,1,E-Wallet,2026-08-30,Subulussalam,5.0
TR00137,Dacin Maryati,Magni,Olahraga,25000.0,1,Transfer Bank,2026-08-14,Sorong,
TR00198,"Virman Kusmawati, S.Pt",Consectetur,Rumah Tangga,750000.0,2,Transfer Bank,2026-09-01,Palangkaraya,
TR00259,"Harsanto Wahyudin, S.T.",Ad,Olahraga,500000.0,3,COD,2026-07-21,Malang,2.0
TR00233,"Gandewa Haryanto, S.Psi",Consequatur Lite,Kesehatan,75000.0,1,Kartu Kredit,2026-08-08,Kotamobagu,1.0
TR00116,"Dr. Ciaobella Budiman, M.Farm",Id Max,Olahraga,75000.0,1,COD,2026-07-31,Makassar,1.0
TR00121,"Ir. Maria Samosir, M.Farm",Sit,Elektronik,15000.0,3,E-Wallet,2026-06-24,Tual,2.0
TR00370,Karen Mulyani,Praesentium Basic,Elektronik,50000.0,3,Kartu Kredit,2026-07-30,Tual,3.0
TR00225,Betania Halimah,Numquam Pro,Olahraga,12000000.0,5,Transfer Bank,2026-08-14,Semarang,5.0
TR00415,Patricia Mayasari,Voluptate Pro,Elektronik,500000.0,4,Transfer Bank,2026-07-26,Mataram,5.0
TR00356,Ivan Rahimah,Veniam Pro,Olahraga,25000.0,3,Transfer Bank,2026-08-21,Kota Administrasi Jakarta Barat,5.0
TR00128,Jarwa Sihombing,Voluptates Max,Rumah Tangga,120000.0,4,Transfer Bank,2026-07-25,Pekalongan,
TR00286,"Langgeng Najmudin, S.E.I",Non Lite,Kesehatan,50000.0,5,E-Wallet,2026-08-03,Bitung,4.0
TR00424,Rusman Latupono,Adipisci Lite,Fashion,5000000.0,5,COD,2026-09-03,Tangerang,
TR00108,KH. Dimas Kusmawati,Tenetur Basic,Kesehatan,75000.0,4,E-Wallet,2026-08-22,Banda Aceh,3.0
TR00382,Vega Kuswoyo,Qui Max,Olahraga,120000.0,3,Transfer Bank,2026-07-02,Solok,3.0
TR00334,"Praba Nababan, S.E.",Similique Lite,Elektronik,15000.0,1,E-Wallet,2026-09-04,Pagaralam,
TR00134,Laras Lailasari,Illo Basic,Olahraga,150000.0,5,E-Wallet,2026-08-17,Tual,3.0
TR00045,Mulyono Sihotang,Excepturi Basic,Olahraga,75000.0,3,Kartu Kredit,2026-07-12,Surakarta,5.0
TR00477,Sari Mardhiyah,Nesciunt Basic,Olahraga,12000000.0,2,Kartu Kredit,2026-07-27,Bau-Bau,3.0
TR00066,Ade Nurdiyanti,Quidem,Buku,750000.0,1,Transfer Bank,2026-08-19,Mataram,1.0
TR00284,Vivi Wasita,Repellat,Buku,250000.0,5,Kartu Kredit,2026-06-25,Sukabumi,
TR00086,drg. Natalia Ardianto,Libero Basic,Kesehatan,1200000.0,4,Transfer Bank,2026-07-15,Padangpanjang,5.0
TR00243,Tgk. Umi Hassanah,Eveniet Pro,Buku,1200000.0,2,E-Wallet,2026-08-06,Parepare,4.0
TR00187,Gatot Prakasa,Repudiandae Basic,Olahraga,500000.0,4,COD,2026-07-18,Kota Administrasi Jakarta Selatan,
TR00396,"Belinda Hutasoit, S.T.",Dolor Max,Rumah Tangga,50000.0,3,E-Wallet,2026-07-23,Ternate,
TR00160,Uda Hastuti,Illo Basic,Fashion,75000.0,3,COD,2026-08-18,Batu,4.0
TR00013,Hasna Haryanto,Error Basic,Olahraga,120000.0,5,Transfer Bank,2026-09-09,Jambi,3.0
TR00036,Yani Pudjiastuti,Consequuntur Pro,Elektronik,500000.0,3,COD,2026-06-23,Bekasi,3.0
TR00029,Adiarja Hidayanto,Voluptatum Pro,Olahraga,25000.0,2,Transfer Bank,2026-08-14,Batam,1.0
TR00171,"Jessica Latupono, M.M.",Autem,Buku,250000.0,2,COD,2026-07-01,Tangerang,
TR00143,Viman Rahimah,Quaerat Basic,Elektronik,250000.0,2,COD,2026-08-25,Batam,2.0
TR00411,R.M. Mahmud Pudjiastuti,Alias Max,Elektronik,75000.0,3,E-Wallet,2026-09-12,Tarakan,
TR00437,Sakti Tamba,Accusamus Max,Kesehatan,120000.0,2,Transfer Bank,2026-08-01,Meulaboh,2.0
TR00222,Cakrabuana Rajasa,Eius Max,Olahraga,150000.0,3,E-Wallet,2026-07-04,Tual,3.0
TR00096,"Hamima Uwais, S.E.",Sequi Lite,Elektronik,1200000.0,4,COD,2026-08-12,Cilegon,3.0
TR00052,Hafshah Habibi,Consectetur Lite,Buku,500000.0,4,E-Wallet,2026-08-15,Banjar,
TR00241,Eva Marpaung,Ducimus,Buku,750000.0,1,Transfer Bank,2026-09-01,Tebingtinggi,
TR00384,Michelle Pratiwi,Exercitationem,Rumah Tangga,250000.0,2,Kartu Kredit,2026-09-16,Langsa,4.0
TR00352,"dr. Devi Nugroho, M.Pd",Mollitia Pro,Buku,250000.0,4,E-Wallet,2026-08-05,Ambon,3.0
TR00391,R.A. Qori Wibisono,Veritatis Lite,Kesehatan,50000.0,1,E-Wallet,2026-09-07,Meulaboh,4.0
TR00179,"Tami Namaga, S.Farm",Repudiandae Lite,Elektronik,50000.0,5,E-Wallet,2026-08-24,Padangpanjang,3.0
TR00042,R. Soleh Nashiruddin,Atque Max,Kesehatan,75000.0,2,E-Wallet,2026-08-11,Padang,1.0
TR00449,"dr. Vega Halim, S.T.",Ullam Max,Fashion,25000.0,2,Kartu Kredit,2026-06-30,Kota Administrasi Jakarta Barat,
TR00400,Puspa Iswahyudi,Saepe Lite,Buku,15000.0,3,Transfer Bank,2026-08-11,Meulaboh,5.0
TR00207,Mutia Siregar,Dolore Lite,Rumah Tangga,75000.0,4,Transfer Bank,2026-07-22,Salatiga,5.0
TR00283,"Dr. Cager Suryatmi, S.Pt",At,Elektronik,500000.0,3,Kartu Kredit,2026-07-16,Pontianak,4.0
TR00359,Dinda Wijayanti,Quasi Lite,Elektronik,250000.0,1,COD,2026-07-08,Kota Administrasi Jakarta Utara,4.0
TR00255,Raihan Mandasari,Saepe Pro,Olahraga,15000.0,2,Kartu Kredit,2026-08-06,Tasikmalaya,
TR00425,"R.M. Wadi Prasasta, M.TI.",Doloribus Lite,Fashion,750000.0,5,COD,2026-08-07,Sabang,
TR00005,Jasmin Setiawan,Dolor Pro,Buku,1200000.0,5,Transfer Bank,2026-07-08,Bima,5.0
TR00257,Fitria Widiastuti,Velit Basic,Elektronik,120000.0,2,Kartu Kredit,2026-06-26,Batam,4.0
TR00462,Niyaga Kuswoyo,A Pro,Olahraga,120000.0,4,Kartu Kredit,2026-07-08,Blitar,4.0
TR00101,"drg. Yuni Lestari, S.IP",Non Lite,Elektronik,12000000.0,3,Kartu Kredit,2026-09-13,Tarakan,
TR00227,Gading Suwarno,Autem Basic,Elektronik,1200000.0,1,Kartu Kredit,2026-08-16,Singkawang,4.0
TR00440,Endra Prasetyo,Quidem,Elektronik,25000.0,2,Transfer Bank,2026-07-14,Salatiga,2.0
TR00214,"Mala Natsir, S.E.I",Modi Lite,Buku,75000.0,1,COD,2026-08-05,Pekalongan,
TR00435,Lintang Nashiruddin,Placeat,Buku,1200000.0,4,COD,2026-08-15,Sabang,5.0
TR00172,"Samiah Widodo, M.Pd",Maiores Basic,Buku,1200000.0,2,Kartu Kredit,2026-06-27,Balikpapan,
TR00099,"Vera Sihombing, M.Ak",Cumque Max,Buku,1200000.0,4,E-Wallet,2026-08-29,Malang,5.0
TR00293,"Kenes Siregar, S.Pd",Perspiciatis Max,Kesehatan,25000.0,4,E-Wallet,2026-07-11,Langsa,3.0
TR00216,Jagaraga Hutagalung,Ipsam Pro,Elektronik,75000.0,5,Kartu Kredit,2026-08-09,Tarakan,1.0
TR00062,Indah Hidayat,Hic Max,Kesehatan,500000.0,3,Transfer Bank,2026-07-20,Tangerang,1.0
TR00048,Intan Manullang,Nulla Basic,Buku,500000.0,5,Transfer Bank,2026-09-02,Singkawang,
TR00033,Laras Hastuti,Asperiores Lite,Kesehatan,120000.0,2,COD,2026-08-18,Banjarmasin,
TR00268,"Dr. Emas Hutasoit, S.Farm",Beatae,Rumah Tangga,2500000.0,4,E-Wallet,2026-07-27,Probolinggo,
TR00328,Janet Suwarno,Tenetur Pro,Olahraga,25000.0,5,Kartu Kredit,2026-06-24,Sungai Penuh,4.0
TR00201,Edward Rahimah,Ipsa,Kesehatan,25000.0,2,COD,2026-07-20,Bukittinggi,3.0
TR00484,Prasetya Dabukke,Iusto Pro,Elektronik,1200000.0,5,COD,2026-08-30,Pontianak,4.0
TR00028,Darmanto Haryanto,Labore Pro,Buku,250000.0,1,Kartu Kredit,2026-06-20,Semarang,2.0
TR00426,Malika Pradipta,Necessitatibus Lite,Olahraga,2500000.0,1,Kartu Kredit,2026-08-14,Subulussalam,
TR00231,Nugraha Farida,Nulla Lite,Buku,250000.0,1,Kartu Kredit,2026-08-05,Mataram,2.0
TR00261,Garan Palastri,Labore Lite,Buku,250000.0,1,Kartu Kredit,2026-08-31,Tangerang Selatan,
TR00379,Johan Hasanah,Minima Lite,Kesehatan,500000.0,5,Transfer Bank,2026-06-24,Surabaya,2.0
TR00289,"Gadang Susanti, M.Pd",Consectetur Basic,Rumah Tangga,1200000.0,4,E-Wallet,2026-08-03,Semarang,
TR00163,Harjaya Pertiwi,Magnam Basic,Olahraga,50000.0,4,Kartu Kredit,2026-08-09,Banda Aceh,4.0
TR00438,Dr. Martani Lailasari,Nemo,Olahraga,750000.0,1,Transfer Bank,2026-08-19,Tarakan,3.0
TR00139,Tami Laksita,Cupiditate,Rumah Tangga,120000.0,1,Transfer Bank,2026-06-21,Tarakan,2.0
TR00063,"Drs. Julia Dabukke, S.IP",Facilis Max,Fashion,25000.0,1,E-Wallet,2026-07-05,Bandung,2.0
TR00136,Zelaya Mulyani,A,Fashion,500000.0,4,E-Wallet,2026-08-17,Padang Sidempuan,
TR00129,drg. Ismail Hutapea,Sapiente,Buku,75000.0,4,Kartu Kredit,2026-06-22,Ternate,4.0
TR00493,Erik Pratiwi,Incidunt Max,Rumah Tangga,500000.0,5,E-Wallet,2026-08-24,Pangkalpinang,5.0
TR00009,Cindy Pradipta,Consequuntur,Fashion,250000.0,1,COD,2026-07-23,Subulussalam,5.0
TR00327,R.M. Hasim Yolanda,Pariatur Pro,Fashion,120000.0,1,Kartu Kredit,2026-07-31,Tomohon,
TR00479,Sutan Respati Mangunsong,Quidem Max,Olahraga,15000.0,2,Transfer Bank,2026-07-18,Lhokseumawe,4.0
TR00065,Drs. Calista Winarno,Repellat Pro,Fashion,120000.0,1,Kartu Kredit,2026-07-06,Tarakan,1.0
TR00301,Lamar Thamrin,Architecto Pro,Elektronik,25000.0,4,E-Wallet,2026-06-23,Serang,4.0
TR00015,Dr. Eluh Padmasari,Nobis,Fashion,25000.0,3,COD,2026-09-07,Mataram,
TR00157,Karta Zulkarnain,Recusandae Basic,Fashion,75000.0,2,COD,2026-08-19,Cimahi,
TR00041,Amelia Hardiansyah,Reprehenderit Lite,Kesehatan,50000.0,1,Kartu Kredit,2026-07-31,Banjarmasin,4.0
TR00380,Anita Ardianto,Quibusdam,Elektronik,750000.0,3,COD,2026-08-07,Banda Aceh,3.0
TR00474,Gatra Simanjuntak,Delectus Max,Olahraga,500000.0,3,Transfer Bank,2026-07-23,Mataram,1.0
TR00416,"Yessi Nasyiah, M.Ak",Tempore Max,Olahraga,750000.0,4,Transfer Bank,2026-09-09,Yogyakarta,3.0
TR00217,"Hamzah Siregar, S.IP",Necessitatibus Basic,Rumah Tangga,50000.0,3,COD,2026-06-20,Cimahi,3.0
TR00280,"Ir. Surya Simanjuntak, S.I.Kom",Voluptatum Lite,Buku,75000.0,5,E-Wallet,2026-06-24,Langsa,4.0
TR00448,Tgk. Zamira Mulyani,Veritatis Lite,Buku,250000.0,2,E-Wallet,2026-08-31,Tomohon,
TR00487,"R. Tugiman Pertiwi, S.IP",Eum Lite,Kesehatan,1200000.0,4,Transfer Bank,2026-08-24,Banjar,
TR00338,"Gatra Prakasa, S.Gz",Vel Basic,Fashion,15000.0,5,COD,2026-06-29,Cilegon,4.0
TR00237,"Nardi Novitasari, S.Pt",Tenetur,Buku,50000.0,4,COD,2026-08-18,Banda Aceh,
TR00208,Puti Anastasia Mangunsong,Dolore Max,Buku,1200000.0,5,E-Wallet,2026-08-25,Tangerang,5.0
TR00213,Prakosa Rajasa,Illum,Kesehatan,120000.0,2,E-Wallet,2026-07-18,Payakumbuh,5.0
TR00296,"dr. Lalita Mustofa, S.I.Kom",Quam Pro,Fashion,5000000.0,1,E-Wallet,2026-08-08,Kendari,2.0
TR00471,Samsul Wahyuni,Incidunt,Olahraga,25000.0,1,E-Wallet,2026-07-07,Tidore Kepulauan,1.0
TR00252,"R. Vanya Halimah, M.M.",Sint Lite,Olahraga,1200000.0,3,Transfer Bank,2026-06-19,Banda Aceh,5.0
TR00472,Ida Yuliarti,Asperiores Basic,Olahraga,500000.0,3,Kartu Kredit,2026-08-28,Payakumbuh,
TR00304,Anastasia Purnawati,Ratione Pro,Fashion,75000.0,5,Transfer Bank,2026-07-06,Batu,
TR00351,Melinda Waluyo,Minus,Fashion,25000.0,4,Transfer Bank,2026-06-26,Sungai Penuh,2.0
TR00270,Rahmi Aryani,Doloremque Lite,Kesehatan,500000.0,3,Transfer Bank,2026-08-20,Palopo,5.0
TR00202,"Jaya Prasetyo, S.IP",Laudantium Lite,Fashion,500000.0,5,Transfer Bank,2026-09-03,Binjai,4.0
TR00162,Mutia Sihombing,Eius Pro,Buku,1200000.0,3,Transfer Bank,2026-09-16,Bima,3.0
TR00044,Hari Wahyuni,Reprehenderit Max,Elektronik,25000.0,5,COD,2026-08-08,Kota Administrasi Jakarta Selatan,1.0
TR00218,"Drs. Jagaraga Tarihoran, S.Pt",Nostrum Max,Rumah Tangga,1200000.0,2,E-Wallet,2026-09-03,Palangkaraya,
TR00402,R.M. Mahdi Wibowo,Dolores Lite,Kesehatan,75000.0,3,E-Wallet,2026-07-01,Kota Administrasi Jakarta Timur,2.0
TR00191,"Yoga Dabukke, S.Gz",Perferendis Lite,Olahraga,500000.0,2,Transfer Bank,2026-09-03,Tangerang Selatan,1.0
TR00310,Ophelia Melani,Quibusdam Lite,Rumah Tangga,500000.0,1,Transfer Bank,2026-08-02,Parepare,3.0
TR00260,Oskar Wahyuni,Sunt Max,Olahraga,500000.0,4,Kartu Kredit,2026-06-28,Bogor,
TR00106,Gabriella Thamrin,Facilis Basic,Buku,1200000.0,4,Transfer Bank,2026-07-19,Sabang,3.0
TR00054,Puspa Aryani,Ratione Basic,Buku,250000.0,4,Kartu Kredit,2026-06-19,Tanjungbalai,4.0
TR00390,Langgeng Megantara,Nam Basic,Elektronik,50000.0,2,Kartu Kredit,2026-09-10,Cilegon,4.0
TR00002,"Puji Irawan, M.Farm",Nisi,Rumah Tangga,15000.0,1,E-Wallet,2026-06-21,Jambi,2.0
TR00455,Gasti Aryani,Error Pro,Buku,25000.0,1,Kartu Kredit,2026-08-02,Kotamobagu,1.0
TR00499,Johan Mansur,Tempore Basic,Elektronik,50000.0,4,COD,2026-08-31,Semarang,5.0
TR00050,Calista Kurniawan,Quod Lite,Buku,250000.0,3,E-Wallet,2026-07-02,Sibolga,2.0
TR00420,Kania Hariyah,Veritatis Lite,Buku,250000.0,1,Transfer Bank,2026-08-10,Malang,
TR00081,Vivi Nurdiyanti,Placeat,Rumah Tangga,12000000.0,4,Kartu Kredit,2026-08-14,Palembang,5.0
TR00206,Opung Usada,Aliquam,Buku,500000.0,2,Transfer Bank,2026-06-27,Metro,4.0
TR00035,Dina Anggraini,Ducimus Max,Kesehatan,75000.0,3,COD,2026-07-14,Batu,
TR00431,"Galar Riyanti, S.Sos",Similique,Elektronik,15000.0,3,Kartu Kredit,2026-07-24,Malang,
TR00264,Ira Mulyani,Nam Pro,Olahraga,250000.0,4,Kartu Kredit,2026-09-16,Kota Administrasi Jakarta Pusat,5.0
TR00428,Kayla Ardianto,Voluptatibus Pro,Fashion,1200000.0,2,COD,2026-07-08,Tomohon,
TR00367,"dr. Ilsa Budiman, S.Kom",Eaque Pro,Elektronik,500000.0,5,COD,2026-09-13,Tidore Kepulauan,
TR00092,Vanya Wibowo,Hic Basic,Buku,1200000.0,1,E-Wallet,2026-08-25,Kota Administrasi Jakarta Pusat,
TR00340,Kartika Susanti,Est,Elektronik,500000.0,3,Kartu Kredit,2026-07-08,Pariaman,3.0
TR00489,"Cut Puspa Yolanda, S.Farm",Et Pro,Rumah Tangga,250000.0,1,COD,2026-07-17,Tebingtinggi,3.0
TR00053,Ganda Mustofa,Tempore Pro,Rumah Tangga,75000.0,2,E-Wallet,2026-09-15,Ternate,2.0
TR00346,drg. Rusman Hakim,Odit Basic,Elektronik,250000.0,5,COD,2026-06-30,Palu,
TR00265,Parman Yuliarti,Eaque Lite,Olahraga,50000.0,4,COD,2026-07-14,Sungai Penuh,1.0
TR00242,Aurora Zulkarnain,Maiores,Buku,75000.0,4,COD,2026-08-18,Palembang,2.0
TR00014,"Jamil Widodo, M.M.",Dicta Max,Elektronik,120000.0,4,Transfer Bank,2026-07-12,Tidore Kepulauan,3.0
TR00316,"Drs. Viman Halimah, S.Gz",Voluptatibus Lite,Elektronik,15000.0,2,Kartu Kredit,2026-07-01,Sabang,
TR00089,Saadat Hastuti,Debitis Basic,Kesehatan,5000000.0,3,Transfer Bank,2026-09-15,Mojokerto,
TR00388,Umay Purnawati,Pariatur Max,Kesehatan,1200000.0,5,Transfer Bank,2026-07-13,Tangerang Selatan,5.0
TR00274,Daryani Yuliarti,Maiores Basic,Olahraga,15000.0,3,E-Wallet,2026-07-21,Sibolga,
TR00167,Unggul Utami,Tenetur Pro,Elektronik,75000.0,4,Transfer Bank,2026-06-22,Bandung,5.0
TR00329,R.A. Patricia Firgantoro,Doloribus Lite,Fashion,1200000.0,3,COD,2026-07-26,Bandung,1.0
TR00135,Dt. Jaeman Irawan,Ipsam Max,Elektronik,50000.0,2,E-Wallet,2026-07-11,Yogyakarta,1.0
TR00307,Dalimin Suartini,Quaerat Lite,Rumah Tangga,250000.0,2,Kartu Kredit,2026-07-25,Banjar,1.0
TR00497,Almira Megantara,Hic Basic,Buku,250000.0,3,Kartu Kredit,2026-06-27,Pematangsiantar,5.0
TR00320,"T. Niyaga Pranowo, M.Kom.",Ipsum Pro,Fashion,150000.0,4,E-Wallet,2026-08-01,Kotamobagu,1.0
TR00244,"R.A. Kartika Wastuti, M.Farm",Nulla Basic,Olahraga,2500000.0,3,Kartu Kredit,2026-07-30,Metro,
TR00055,Kenes Firgantoro,Maxime Basic,Kesehatan,75000.0,3,E-Wallet,2026-08-10,Palangkaraya,3.0
TR00364,R.M. Harsanto Prasasta,Facere Pro,Rumah Tangga,500000.0,5,E-Wallet,2026-07-07,Palopo,
TR00051,Nasim Siregar,Enim Lite,Elektronik,15000.0,2,Transfer Bank,2026-08-19,Pekalongan,5.0
TR00470,"Bakiadi Prayoga, M.Pd",Sapiente,Buku,500000.0,2,Kartu Kredit,2026-08-12,Tanjungbalai,
TR00175,Lukman Purwanti,Itaque Basic,Kesehatan,50000.0,4,COD,2026-09-09,Sukabumi,1.0
TR00446,R. Violet Putra,Enim,Fashion,500000.0,4,E-Wallet,2026-08-30,Prabumulih,
